Nro.;Codigo;Turno_ID;Descripcion;Hora_Inicio;Hora_Termino;Descanso1;Descanso2;Total_Horas;Refrigerio;H.Efectivas;Inicio_Refrigerio;Fin_Refrigerio;Avail
173 ;4692 ;IMPORT4692;De 08:00 a 17:30 R60 ;08:00 ;17:30 ;15 ;15 ;09:30 ;60 ;8:30;13:15 ;14:15 ;1
174 ;4693 ;IMPORT4693;De 08:00 a 18:30 R60 ;08:00 ;18:30 ;15 ;15 ;10:30 ;60 ;9:30;11:00 ;12:00 ;0
175 ;4694 ;IMPORT4694;De 08:00 a 18:30 R60 ;08:00 ;18:30 ;15 ;15 ;10:30 ;60 ;9:30;11:45 ;12:45 ;0
176 ;4695 ;IMPORT4695;De 08:00 a 19:00 R60 ;08:00 ;19:00 ;15 ;15 ;11:00 ;60 ;10:00;14:15 ;15:15 ;0
177 ;4696 ;IMPORT4696;De 08:00 a 19:00 R60 ;08:00 ;19:00 ;15 ;15 ;11:00 ;60 ;10:00;14:30 ;15:30 ;0
178 ;4697 ;IMPORT4697;De 08:30 a 18:00 R60 ;08:30 ;18:00 ;15 ;15 ;09:30 ;60 ;8:30;12:00 ;13:00 ;1
179 ;4698 ;IMPORT4698;De 08:30 a 19:00 R60 ;08:30 ;19:00 ;15 ;15 ;10:30 ;60 ;9:30;11:30 ;12:30 ;0
180 ;4699 ;IMPORT4699;De 08:30 a 19:00 R60 ;08:30 ;19:00 ;15 ;15 ;10:30 ;60 ;9:30;12:00 ;13:00 ;0
181 ;4700 ;IMPORT4700;De 08:30 a 19:00 R60 ;08:30 ;19:00 ;15 ;15 ;10:30 ;60 ;9:30;12:05 ;13:05 ;0
182 ;4701 ;IMPORT4701;De 08:30 a 19:00 R60 ;08:30 ;19:00 ;15 ;15 ;10:30 ;60 ;9:30;14:00 ;15:00 ;0
183 ;4702 ;IMPORT4702;De 09:00 a 20:00 R60 ;09:00 ;20:00 ;15 ;15 ;11:00 ;60 ;10:00;16:30 ;17:30 ;0
184 ;4703 ;IMPORT4703;De 12:30 a 21:00 R0 ;12:30 ;21:00 ;15 ;15 ;08:30 ;0 ;8:30;;;1
185 ;4704 ;IMPORT4704;De 13:30 a 22:00 R0 ;13:30 ;22:00 ;15 ;15 ;08:30 ;0 ;8:30;;;1
186 ;4705 ;IMPORT4705;De 07:00 a 18:00 R60 ;07:00 ;18:00 ;15 ;15 ;11:00 ;60 ;10:00;12:15 ;13:15 ;0
187 ;4706 ;IMPORT4706;De 07:00 a 18:00 R60 ;07:00 ;18:00 ;15 ;15 ;11:00 ;60 ;10:00;12:30 ;13:30 ;0
188 ;4707 ;IMPORT4707;De 07:00 a 18:00 R60 ;07:00 ;18:00 ;15 ;15 ;11:00 ;60 ;10:00;13:00 ;14:00 ;0
189 ;4708 ;IMPORT4708;De 07:30 a 16:30 R60 ;07:30 ;16:30 ;15 ;15 ;09:00 ;60 ;8:00;11:45 ;12:45 ;1
190 ;4709 ;IMPORT4709;De 08:00 a 17:00 R60 ;08:00 ;17:00 ;15 ;15 ;09:00 ;60 ;8:00;12:40 ;13:40 ;1
191 ;4710 ;IMPORT4710;De 08:00 a 17:30 R60 ;08:00 ;17:30 ;15 ;15 ;09:30 ;60 ;8:30;11:15 ;12:15 ;1
192 ;4711 ;IMPORT4711;De 08:00 a 19:00 R60 ;08:00 ;19:00 ;15 ;15 ;11:00 ;60 ;10:00;13:15 ;14:15 ;0
193 ;4712 ;IMPORT4712;De 08:00 a 19:00 R60 ;08:00 ;19:00 ;15 ;15 ;11:00 ;60 ;10:00;15:00 ;16:00 ;0
194 ;4713 ;IMPORT4713;De 08:30 a 18:00 R60 ;08:30 ;18:00 ;15 ;15 ;09:30 ;60 ;8:30;14:00 ;15:00 ;1
195 ;4714 ;IMPORT4714;De 08:30 a 19:00 R60 ;08:30 ;19:00 ;15 ;15 ;10:30 ;60 ;9:30;11:45 ;12:45 ;0
196 ;4715 ;IMPORT4715;De 08:30 a 19:30 R60 ;08:30 ;19:30 ;15 ;15 ;11:00 ;60 ;10:00;13:45 ;14:45 ;0
197 ;4716 ;IMPORT4716;De 09:00 a 18:30 R60 ;09:00 ;18:30 ;15 ;15 ;09:30 ;60 ;8:30;12:15 ;13:15 ;1
198 ;4717 ;IMPORT4717;De 09:00 a 18:30 R60 ;09:00 ;18:30 ;15 ;15 ;09:30 ;60 ;8:30;13:00 ;14:00 ;1
199 ;4718 ;IMPORT4718;De 10:00 a 21:00 R60 ;10:00 ;21:00 ;15 ;15 ;11:00 ;60 ;10:00;15:45 ;16:45 ;0
200 ;4719 ;IMPORT4719;De 11:00 a 20:00 R60 ;11:00 ;20:00 ;15 ;15 ;09:00 ;60 ;8:00;16:15 ;17:15 ;1
201 ;4720 ;IMPORT4720;De 06:30 a 15:00 R0 ;06:30 ;15:00 ;15 ;15 ;08:30 ;0 ;8:30;;;1
202 ;4721 ;IMPORT4721;De 07:30 a 16:30 R60 ;07:30 ;16:30 ;15 ;15 ;09:00 ;60 ;8:00;12:15 ;13:15 ;1
203 ;4722 ;IMPORT4722;De 08:00 a 17:00 R60 ;08:00 ;17:00 ;15 ;15 ;09:00 ;60 ;8:00;12:15 ;13:15 ;1
204 ;4723 ;IMPORT4723;De 08:00 a 17:00 R60 ;08:00 ;17:00 ;15 ;15 ;09:00 ;60 ;8:00;13:15 ;14:15 ;1
205 ;4724 ;IMPORT4724;De 08:00 a 19:00 R60 ;08:00 ;19:00 ;15 ;15 ;11:00 ;60 ;10:00;14:00 ;15:00 ;0
206 ;4725 ;IMPORT4725;De 09:00 a 18:00 R60 ;09:00 ;18:00 ;15 ;15 ;09:00 ;60 ;8:00;13:45 ;14:45 ;1
207 ;4726 ;IMPORT4726;De 09:00 a 20:00 R60 ;09:00 ;20:00 ;15 ;15 ;11:00 ;60 ;10:00;15:15 ;16:15 ;0
208 ;4727 ;IMPORT4727;De 09:00 a 20:00 R60 ;09:00 ;20:00 ;15 ;15 ;11:00 ;60 ;10:00;16:15 ;17:15 ;0
209 ;4728 ;IMPORT4728;De 09:30 a 19:00 R60 ;09:30 ;19:00 ;15 ;15 ;09:30 ;60 ;8:30;14:45 ;15:45 ;1
210 ;4729 ;IMPORT4729;De 09:30 a 20:00 R60 ;09:30 ;20:00 ;15 ;15 ;10:30 ;60 ;9:30;12:30 ;13:30 ;0
211 ;4730 ;IMPORT4730;De 09:30 a 20:00 R60 ;09:30 ;20:00 ;15 ;15 ;10:30 ;60 ;9:30;12:45 ;13:45 ;0
212 ;4731 ;IMPORT4731;De 10:00 a 19:00 R60 ;10:00 ;19:00 ;15 ;15 ;09:00 ;60 ;8:00;14:15 ;15:15 ;1
213 ;4732 ;IMPORT4732;De 13:00 a 22:00 R60 ;13:00 ;22:00 ;15 ;15 ;09:00 ;60 ;8:00;17:00 ;18:00 ;1
214 ;4733 ;IMPORT4733;De 13:00 a 22:00 R60 ;13:00 ;22:00 ;15 ;15 ;09:00 ;60 ;8:00;17:15 ;18:15 ;1
215 ;4734 ;IMPORT4734;De 15:00 a 00:00 R60 ;15:00 ;00:00 ;15 ;15 ;09:00 ;60 ;8:00;19:45 ;20:45 ;1
216 ;4735 ;IMPORT4735;De 07:30 a 16:30 R60 ;07:30 ;16:30 ;15 ;15 ;09:00 ;60 ;8:00;11:35 ;12:35 ;1
217 ;4736 ;IMPORT4736;De 08:00 a 17:30 R60 ;08:00 ;17:30 ;15 ;15 ;09:30 ;60 ;8:30;12:15 ;13:15 ;1
218 ;4737 ;IMPORT4737;De 08:00 a 18:30 R60 ;08:00 ;18:30 ;15 ;15 ;10:30 ;60 ;9:30;11:25 ;12:25 ;0
219 ;4738 ;IMPORT4738;De 08:00 a 18:30 R60 ;08:00 ;18:30 ;15 ;15 ;10:30 ;60 ;9:30;12:30 ;13:30 ;0
220 ;4739 ;IMPORT4739;De 08:00 a 18:30 R60 ;08:00 ;18:30 ;15 ;15 ;10:30 ;60 ;9:30;13:30 ;14:30 ;0
221 ;4740 ;IMPORT4740;De 08:00 a 18:30 R60 ;08:00 ;18:30 ;15 ;15 ;10:30 ;60 ;9:30;13:45 ;14:45 ;0
222 ;4741 ;IMPORT4741;De 08:00 a 19:00 R60 ;08:00 ;19:00 ;15 ;15 ;11:00 ;60 ;10:00;13:45 ;14:45 ;0
223 ;4742 ;IMPORT4742;De 08:30 a 17:30 R60 ;08:30 ;17:30 ;15 ;15 ;09:00 ;60 ;8:00;12:45 ;13:45 ;1
224 ;4743 ;IMPORT4743;De 08:30 a 19:30 R60 ;08:30 ;19:30 ;15 ;15 ;11:00 ;60 ;10:00;13:30 ;14:30 ;0
225 ;4744 ;IMPORT4744;De 08:30 a 19:30 R60 ;08:30 ;19:30 ;15 ;15 ;11:00 ;60 ;10:00;14:15 ;15:15 ;0
226 ;4745 ;IMPORT4745;De 09:30 a 18:30 R60 ;09:30 ;18:30 ;15 ;15 ;09:00 ;60 ;8:00;13:45 ;14:45 ;1
227 ;4746 ;IMPORT4746;De 09:30 a 19:00 R60 ;09:30 ;19:00 ;15 ;15 ;09:30 ;60 ;8:30;13:15 ;14:15 ;1
228 ;4747 ;IMPORT4747;De 09:30 a 19:00 R60 ;09:30 ;19:00 ;15 ;15 ;09:30 ;60 ;8:30;14:15 ;15:15 ;1
229 ;4748 ;IMPORT4748;De 10:30 a 20:00 R60 ;10:30 ;20:00 ;15 ;15 ;09:30 ;60 ;8:30;15:00 ;16:00 ;1
230 ;4749 ;IMPORT4749;De 07:00 a 16:00 R60 ;07:00 ;16:00 ;15 ;15 ;09:00 ;60 ;8:00;11:10 ;12:10 ;1
231 ;4750 ;IMPORT4750;De 07:00 a 16:00 R60 ;07:00 ;16:00 ;15 ;15 ;09:00 ;60 ;8:00;12:05 ;13:05 ;1
232 ;4751 ;IMPORT4751;De 07:00 a 18:00 R60 ;07:00 ;18:00 ;15 ;15 ;11:00 ;60 ;10:00;13:30 ;14:30 ;0
233 ;4752 ;IMPORT4752;De 07:00 a 18:00 R60 ;07:00 ;18:00 ;15 ;15 ;11:00 ;60 ;10:00;14:00 ;15:00 ;0
234 ;4753 ;IMPORT4753;De 07:00 a 18:00 R60 ;07:00 ;18:00 ;15 ;15 ;11:00 ;60 ;10:00;14:10 ;15:10 ;0
235 ;4754 ;IMPORT4754;De 07:30 a 16:30 R60 ;07:30 ;16:30 ;15 ;15 ;09:00 ;60 ;8:00;11:40 ;12:40 ;1
236 ;4755 ;IMPORT4755;De 07:30 a 17:00 R60 ;07:30 ;17:00 ;15 ;15 ;09:30 ;60 ;8:30;11:15 ;12:15 ;1
237 ;4756 ;IMPORT4756;De 08:30 a 19:00 R60 ;08:30 ;19:00 ;15 ;15 ;10:30 ;60 ;9:30;13:15 ;14:15 ;0
238 ;4757 ;IMPORT4757;De 09:00 a 17:30 R0 ;09:00 ;17:30 ;15 ;15 ;08:30 ;0 ;8:30;;;1
239 ;4758 ;IMPORT4758;De 09:30 a 18:30 R60 ;09:30 ;18:30 ;15 ;15 ;09:00 ;60 ;8:00;13:30 ;14:30 ;1
240 ;4759 ;IMPORT4759;De 10:00 a 19:30 R60 ;10:00 ;19:30 ;15 ;15 ;09:30 ;60 ;8:30;14:30 ;15:30 ;1
241 ;4760 ;IMPORT4760;De 09:30 a 20:00 R60 ;09:30 ;20:00 ;15 ;15 ;10:30 ;60 ;9:30;13:30 ;14:30 ;0
242 ;4761 ;IMPORT4761;De 09:30 a 20:00 R60 ;09:30 ;20:00 ;15 ;15 ;10:30 ;60 ;9:30;14:15 ;15:15 ;0
243 ;4762 ;IMPORT4762;De 07:00 a 16:00 R60 ;07:00 ;16:00 ;15 ;15 ;09:00 ;60 ;8:00;11:25 ;12:25 ;1
244 ;4763 ;IMPORT4763;De 07:00 a 16:00 R60 ;07:00 ;16:00 ;15 ;15 ;09:00 ;60 ;8:00;11:55 ;12:55 ;1
245 ;4764 ;IMPORT4764;De 07:00 a 16:00 R60 ;07:00 ;16:00 ;15 ;15 ;09:00 ;60 ;8:00;12:20 ;13:20 ;1
246 ;4765 ;IMPORT4765;De 07:00 a 16:30 R60 ;07:00 ;16:30 ;15 ;15 ;09:30 ;60 ;8:30;13:15 ;14:15 ;1
247 ;4766 ;IMPORT4766;De 08:00 a 17:00 R60 ;08:00 ;17:00 ;15 ;15 ;09:00 ;60 ;8:00;13:10 ;14:10 ;1
248 ;4767 ;IMPORT4767;De 08:00 a 17:30 R60 ;08:00 ;17:30 ;15 ;15 ;09:30 ;60 ;8:30;11:45 ;12:45 ;1
249 ;4768 ;IMPORT4768;De 08:00 a 17:30 R60 ;08:00 ;17:30 ;15 ;15 ;09:30 ;60 ;8:30;14:00 ;15:00 ;1
250 ;4769 ;IMPORT4769;De 09:30 a 19:00 R60 ;09:30 ;19:00 ;15 ;15 ;09:30 ;60 ;8:30;12:40 ;13:40 ;1
251 ;4770 ;IMPORT4770;De 09:30 a 20:00 R60 ;09:30 ;20:00 ;15 ;15 ;10:30 ;60 ;9:30;13:00 ;14:00 ;0
252 ;4771 ;IMPORT4771;De 09:30 a 20:00 R60 ;09:30 ;20:00 ;15 ;15 ;10:30 ;60 ;9:30;14:00 ;15:00 ;0
253 ;4772 ;IMPORT4772;De 10:30 a 20:00 R60 ;10:30 ;20:00 ;15 ;15 ;09:30 ;60 ;8:30;13:30 ;14:30 ;1
254 ;4773 ;IMPORT4773;De 07:00 a 16:00 R60 ;07:00 ;16:00 ;15 ;15 ;09:00 ;60 ;8:00;11:40 ;12:40 ;1
255 ;4774 ;IMPORT4774;De 07:00 a 16:30 R60 ;07:00 ;16:30 ;15 ;15 ;09:30 ;60 ;8:30;12:45 ;13:45 ;1
256 ;4775 ;IMPORT4775;De 08:00 a 17:30 R60 ;08:00 ;17:30 ;15 ;15 ;09:30 ;60 ;8:30;13:30 ;14:30 ;1
257 ;4776 ;IMPORT4776;De 08:30 a 17:30 R60 ;08:30 ;17:30 ;15 ;15 ;09:00 ;60 ;8:00;12:35 ;13:35 ;1
258 ;4777 ;IMPORT4777;De 09:00 a 20:00 R60 ;09:00 ;20:00 ;15 ;15 ;11:00 ;60 ;10:00;14:35 ;15:35 ;0
259 ;4778 ;IMPORT4778;De 09:00 a 20:00 R60 ;09:00 ;20:00 ;15 ;15 ;11:00 ;60 ;10:00;14:55 ;15:55 ;0
260 ;4779 ;IMPORT4779;De 09:30 a 18:30 R60 ;09:30 ;18:30 ;15 ;15 ;09:00 ;60 ;8:00;13:35 ;14:35 ;1
261 ;4780 ;IMPORT4780;De 10:00 a 19:00 R60 ;10:00 ;19:00 ;15 ;15 ;09:00 ;60 ;8:00;14:10 ;15:10 ;1
262 ;4781 ;IMPORT4781;De 10:00 a 21:00 R60 ;10:00 ;21:00 ;15 ;15 ;11:00 ;60 ;10:00;15:15 ;16:15 ;0
263 ;4782 ;IMPORT4782;De 10:30 a 19:00 R0 ;10:30 ;19:00 ;15 ;15 ;08:30 ;0 ;8:30;;;1
264 ;4783 ;IMPORT4783;De 08:00 a 17:00 R60 ;08:00 ;17:00 ;15 ;15 ;09:00 ;60 ;8:00;12:10 ;13:10 ;1
265 ;4784 ;IMPORT4784;De 08:00 a 17:30 R60 ;08:00 ;17:30 ;15 ;15 ;09:30 ;60 ;8:30;12:40 ;13:40 ;1
266 ;4785 ;IMPORT4785;De 08:00 a 17:30 R60 ;08:00 ;17:30 ;15 ;15 ;09:30 ;60 ;8:30;12:45 ;13:45 ;1
267 ;4786 ;IMPORT4786;De 08:00 a 17:30 R60 ;08:00 ;17:30 ;15 ;15 ;09:30 ;60 ;8:30;13:35 ;14:35 ;1
268 ;4787 ;IMPORT4787;De 08:00 a 17:30 R60 ;08:00 ;17:30 ;15 ;15 ;09:30 ;60 ;8:30;13:45 ;14:45 ;1
269 ;4788 ;IMPORT4788;De 08:30 a 17:30 R60 ;08:30 ;17:30 ;15 ;15 ;09:00 ;60 ;8:00;13:15 ;14:15 ;1
270 ;4789 ;IMPORT4789;De 09:30 a 19:00 R60 ;09:30 ;19:00 ;15 ;15 ;09:30 ;60 ;8:30;14:00 ;15:00 ;1
271 ;4790 ;IMPORT4790;De 08:00 a 18:30 R60 ;08:00 ;18:30 ;15 ;15 ;10:30 ;60 ;9:30;12:45 ;13:45 ;0
272 ;4791 ;IMPORT4791;De 06:00 a 15:00 R60 ;06:00 ;15:00 ;30 ;0 ;09:00 ;60 ;8:00;09:00 ;10:00 ;1
273 ;4792 ;IMPORT4792;De 06:00 a 15:00 R60 ;06:00 ;15:00 ;30 ;0 ;09:00 ;60 ;8:00;09:30 ;10:30 ;1
274 ;4793 ;IMPORT4793;De 06:30 a 15:30 R60 ;06:30 ;15:30 ;30 ;0 ;09:00 ;60 ;8:00;12:00 ;13:00 ;1
275 ;4794 ;IMPORT4794;De 07:00 a 16:00 R60 ;07:00 ;16:00 ;30 ;0 ;09:00 ;60 ;8:00;13:00 ;14:00 ;1
276 ;4795 ;IMPORT4795;De 09:30 a 18:30 R60 ;09:30 ;18:30 ;30 ;0 ;09:00 ;60 ;8:00;16:00 ;17:00 ;1
277 ;4796 ;IMPORT4796;De 12:00 a 21:00 R60 ;12:00 ;21:00 ;30 ;0 ;09:00 ;60 ;8:00;17:00 ;18:00 ;1
278 ;4797 ;IMPORT4797;De 13:00 a 22:00 R60 ;13:00 ;22:00 ;30 ;0 ;09:00 ;60 ;8:00;16:30 ;17:30 ;1
279 ;4798 ;IMPORT4798;De 15:00 a 00:00 R60 ;15:00 ;00:00 ;30 ;0 ;09:00 ;60 ;8:00;18:00 ;19:00 ;1
280 ;4799 ;IMPORT4799;De 10:30 a 19:30 R60 ;10:30 ;19:30 ;30 ;0 ;09:00 ;60 ;8:00;16:15 ;17:15 ;1
281 ;4800 ;IMPORT4800;De 10:00 a 19:00 R60 ;10:00 ;19:00 ;30 ;0 ;09:00 ;60 ;8:00;15:15 ;16:15 ;1
282 ;4801 ;IMPORT4801;De 09:30 a 18:30 R60 ;09:30 ;18:30 ;30 ;0 ;09:00 ;60 ;8:00;12:00 ;13:00 ;1
283 ;4802 ;IMPORT4802;De 15:00 a 00:00 R60 ;15:00 ;00:00 ;30 ;0 ;09:00 ;60 ;8:00;17:00 ;18:00 ;1
284 ;4803 ;IMPORT4803;De 15:00 a 00:00 R60 ;15:00 ;00:00 ;30 ;0 ;09:00 ;60 ;8:00;17:30 ;18:30 ;1
285 ;4804 ;IMPORT4804;De 11:30 a 20:30 R60 ;11:30 ;20:30 ;30 ;0 ;09:00 ;60 ;8:00;15:00 ;16:00 ;1
286 ;4805 ;IMPORT4805;De 11:00 a 20:00 R60 ;11:00 ;20:00 ;30 ;0 ;09:00 ;60 ;8:00;13:00 ;14:00 ;1
287 ;4806 ;IMPORT4806;De 09:00 a 18:00 R60 ;09:00 ;18:00 ;30 ;0 ;09:00 ;60 ;8:00;12:00 ;13:00 ;1
288 ;4807 ;IMPORT4807;De 08:30 a 17:30 R60 ;08:30 ;17:30 ;30 ;0 ;09:00 ;60 ;8:00;14:30 ;15:30 ;1
289 ;4808 ;IMPORT4808;De 08:30 a 17:30 R60 ;08:30 ;17:30 ;30 ;0 ;09:00 ;60 ;8:00;15:00 ;16:00 ;1
290 ;4809 ;IMPORT4809;De 09:00 a 19:00 R0 ;09:00 ;19:00 ;30 ;0 ;10:00 ;0 ;10:00;;;0
291 ;4810 ;IMPORT4810;De 09:00 a 20:00 R60 ;09:00 ;20:00 ;30 ;0 ;11:00 ;60 ;10:00;15:30 ;16:30 ;0
292 ;4811 ;IMPORT4811;De 09:30 a 20:30 R60 ;09:30 ;20:30 ;30 ;0 ;11:00 ;60 ;10:00;17:30 ;18:30 ;0
293 ;4812 ;IMPORT4812;De 11:00 a 20:00 R60 ;11:00 ;20:00 ;30 ;0 ;09:00 ;60 ;8:00;17:30 ;18:30 ;1
294 ;4813 ;IMPORT4813;De 11:00 a 21:00 R0 ;11:00 ;21:00 ;30 ;0 ;10:00 ;0 ;10:00;;;0
295 ;4814 ;IMPORT4814;De 09:30 a 19:30 R0 ;09:30 ;19:30 ;30 ;0 ;10:00 ;0 ;10:00;;;0
296 ;4815 ;IMPORT4815;De 09:30 a 20:30 R60 ;09:30 ;20:30 ;30 ;0 ;11:00 ;60 ;10:00;14:30 ;15:30 ;0
297 ;4816 ;IMPORT4816;De 13:00 a 22:00 R60 ;13:00 ;22:00 ;30 ;0 ;09:00 ;60 ;8:00;18:00 ;19:00 ;1
298 ;4817 ;IMPORT4817;De 13:00 a 22:00 R60 ;13:00 ;22:00 ;30 ;0 ;09:00 ;60 ;8:00;18:30 ;19:30 ;1
299 ;4818 ;IMPORT4818;De 13:00 a 22:00 R60 ;13:00 ;22:00 ;30 ;0 ;09:00 ;60 ;8:00;19:00 ;20:00 ;1
300 ;4819 ;IMPORT4819;De 09:00 a 20:00 R60 ;09:00 ;20:00 ;30 ;0 ;11:00 ;60 ;10:00;15:50 ;16:50 ;0
301 ;4820 ;IMPORT4820;De 09:30 a 20:30 R60 ;09:30 ;20:30 ;30 ;0 ;11:00 ;60 ;10:00;16:00 ;17:00 ;0
302 ;4821 ;IMPORT4821;De 06:30 a 15:30 R60 ;06:30 ;15:30 ;30 ;0 ;09:00 ;60 ;8:00;12:30 ;13:30 ;1
303 ;4822 ;IMPORT4822;De 06:30 a 15:30 R60 ;06:30 ;15:30 ;30 ;0 ;09:00 ;60 ;8:00;13:00 ;14:00 ;1
304 ;4823 ;IMPORT4823;De 09:30 a 20:30 R60 ;09:30 ;20:30 ;30 ;0 ;11:00 ;60 ;10:00;15:00 ;16:00 ;0
305 ;4826 ;IMPORT4826;De 07:30 a 17:00 R60 ;07:30 ;17:00 ;15 ;15 ;09:30 ;60 ;8:30;10:30 ;11:30 ;1
306 ;4827 ;IMPORT4827;De 07:00 a 18:00 R60 ;07:00 ;18:00 ;15 ;15 ;11:00 ;60 ;10:00;12:00 ;13:00 ;0
307 ;4828 ;IMPORT4828;De 08:00 a 17:30 R60 ;08:00 ;17:30 ;15 ;15 ;09:30 ;60 ;8:30;13:00 ;14:00 ;1
308 ;4829 ;IMPORT4829;De 08:00 a 19:00 R60 ;08:00 ;19:00 ;15 ;15 ;11:00 ;60 ;10:00;13:10 ;14:10 ;0
309 ;4830 ;IMPORT4830;De 08:00 a 19:00 R60 ;08:00 ;19:00 ;15 ;15 ;11:00 ;60 ;10:00;15:15 ;16:15 ;0
310 ;4831 ;IMPORT4831;De 08:30 a 19:30 R60 ;08:30 ;19:30 ;15 ;15 ;11:00 ;60 ;10:00;16:00 ;17:00 ;0
311 ;4832 ;IMPORT4832;De 09:00 a 18:30 R60 ;09:00 ;18:30 ;15 ;15 ;09:30 ;60 ;8:30;14:00 ;15:00 ;1
312 ;4833 ;IMPORT4833;De 10:30 a 20:00 R60 ;10:30 ;20:00 ;15 ;15 ;09:30 ;60 ;8:30;14:30 ;15:30 ;1
313 ;4834 ;IMPORT4834;De 09:30 a 18:00 R0 ;09:30 ;18:00 ;15 ;15 ;08:30 ;0 ;8:30;;;1
314 ;4835 ;IMPORT4835;De 16:00 a 01:00 R60 ;16:00 ;01:00 ;15 ;15 ;09:00 ;60 ;8:00;20:00 ;21:00 ;1
315 ;4836 ;IMPORT4836;De 08:00 a 17:00 R60 ;08:00 ;17:00 ;15 ;15 ;09:00 ;60 ;8:00;12:35 ;13:35 ;1
316 ;4837 ;IMPORT4837;De 08:00 a 19:00 R60 ;08:00 ;19:00 ;15 ;15 ;11:00 ;60 ;10:00;15:30 ;16:30 ;0
317 ;4838 ;IMPORT4838;De 08:30 a 19:30 R60 ;08:30 ;19:30 ;15 ;15 ;11:00 ;60 ;10:00;15:00 ;16:00 ;0
318 ;4839 ;IMPORT4839;De 09:30 a 19:00 R60 ;09:30 ;19:00 ;15 ;15 ;09:30 ;60 ;8:30;13:45 ;14:45 ;1
319 ;4840 ;IMPORT4840;De 07:00 a 18:00 R60 ;07:00 ;18:00 ;15 ;15 ;11:00 ;60 ;10:00;13:15 ;14:15 ;0
320 ;4841 ;IMPORT4841;De 07:00 a 18:00 R60 ;07:00 ;18:00 ;15 ;15 ;11:00 ;60 ;10:00;13:45 ;14:45 ;0
321 ;4842 ;IMPORT4842;De 07:30 a 17:00 R60 ;07:30 ;17:00 ;15 ;15 ;09:30 ;60 ;8:30;12:00 ;13:00 ;1
322 ;4843 ;IMPORT4843;De 10:30 a 19:30 R60 ;10:30 ;19:30 ;15 ;15 ;09:00 ;60 ;8:00;14:40 ;15:40 ;1
323 ;4844 ;IMPORT4844;De 07:00 a 16:00 R60 ;07:00 ;16:00 ;15 ;15 ;09:00 ;60 ;8:00;11:35 ;12:35 ;1
324 ;4845 ;IMPORT4845;De 07:00 a 16:00 R60 ;07:00 ;16:00 ;15 ;15 ;09:00 ;60 ;8:00;11:50 ;12:50 ;1
325 ;4846 ;IMPORT4846;De 07:00 a 16:00 R60 ;07:00 ;16:00 ;15 ;15 ;09:00 ;60 ;8:00;12:10 ;13:10 ;1
326 ;4847 ;IMPORT4847;De 08:30 a 17:30 R60 ;08:30 ;17:30 ;15 ;15 ;09:00 ;60 ;8:00;12:40 ;13:40 ;1
327 ;4848 ;IMPORT4848;De 08:30 a 17:30 R60 ;08:30 ;17:30 ;15 ;15 ;09:00 ;60 ;8:00;13:55 ;14:55 ;1
328 ;4849 ;IMPORT4849;De 08:30 a 18:00 R60 ;08:30 ;18:00 ;15 ;15 ;09:30 ;60 ;8:30;13:10 ;14:10 ;1
329 ;4850 ;IMPORT4850;De 09:00 a 18:00 R60 ;09:00 ;18:00 ;15 ;15 ;09:00 ;60 ;8:00;13:10 ;14:10 ;1
330 ;4851 ;IMPORT4851;De 09:30 a 19:00 R60 ;09:30 ;19:00 ;15 ;15 ;09:30 ;60 ;8:30;13:10 ;14:10 ;1
331 ;4852 ;IMPORT4852;De 08:00 a 17:00 R60 ;08:00 ;17:00 ;15 ;15 ;09:00 ;60 ;8:00;13:20 ;14:20 ;1
332 ;4853 ;IMPORT4853;De 08:00 a 17:30 R60 ;08:00 ;17:30 ;15 ;15 ;09:30 ;60 ;8:30;12:20 ;13:20 ;1
333 ;4854 ;IMPORT4854;De 08:00 a 17:30 R60 ;08:00 ;17:30 ;15 ;15 ;09:30 ;60 ;8:30;12:30 ;13:30 ;1
334 ;4855 ;IMPORT4855;De 08:30 a 19:30 R60 ;08:30 ;19:30 ;15 ;15 ;11:00 ;60 ;10:00;13:50 ;14:50 ;0
335 ;4856 ;IMPORT4856;De 08:30 a 19:30 R60 ;08:30 ;19:30 ;15 ;15 ;11:00 ;60 ;10:00;14:25 ;15:25 ;0
336 ;4857 ;IMPORT4857;De 09:00 a 20:00 R60 ;09:00 ;20:00 ;15 ;15 ;11:00 ;60 ;10:00;14:10 ;15:10 ;0
337 ;4858 ;IMPORT4858;De 09:00 a 20:00 R60 ;09:00 ;20:00 ;15 ;15 ;11:00 ;60 ;10:00;14:40 ;15:40 ;0
338 ;4859 ;IMPORT4859;De 09:30 a 19:00 R60 ;09:30 ;19:00 ;15 ;15 ;09:30 ;60 ;8:30;13:40 ;14:40 ;1
339 ;4860 ;IMPORT4860;De 07:30 a 16:30 R60 ;07:30 ;16:30 ;15 ;15 ;09:00 ;60 ;8:00;12:45 ;13:45 ;1
340 ;4861 ;IMPORT4861;De 09:00 a 20:00 R60 ;09:00 ;20:00 ;30 ;0 ;11:00 ;60 ;10:00;17:00 ;18:00 ;0
341 ;4862 ;IMPORT4862;De 09:30 a 20:30 R60 ;09:30 ;20:30 ;30 ;0 ;11:00 ;60 ;10:00;17:00 ;18:00 ;0
342 ;4863 ;IMPORT4863;De 11:00 a 20:00 R60 ;11:00 ;20:00 ;30 ;0 ;09:00 ;60 ;8:00;17:00 ;18:00 ;1
